id,listing_url,name,picture_url,latitude,longitude,neighbourhood_cleansed
1178314502008291342,https://www.airbnb.com/rooms/1178314502008291342,Q1 Habitación Privada Centrica,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA5NzIxMDEzMzc0MzU1NjI3Ng%3D%3D/original/5358949e-1a51-41c7-a84c-1ca8809d2797.jpeg,41.40201633848206,2.162486709264411,la Vila de Gràcia
1178643130926724209,https://www.airbnb.com/rooms/1178643130926724209,12Ara1093- New & Spacious 3BR in the Gothic,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODY0MzEzMDkyNjcyNDIwOQ==/original/df3f3f4e-3017-4b72-98f2-8551af49d79f.jpeg,41.37919841675941,2.1773538211141035,el Barri Gòtic
1178683195721087509,https://www.airbnb.com/rooms/1178683195721087509,Modern 1 br apartment Drassanes,https://a0.muscache.com/pictures/miso/Hosting-1178683195721087509/original/3b1cb00b-0769-4aa4-9690-6b7fa6aa74e9.jpeg,41.37664,2.17238,el Raval
1178717167552346921,https://www.airbnb.com/rooms/1178717167552346921,"Habitación enorme,piso reformado",https://a0.muscache.com/pictures/miso/Hosting-1178717167552346921/original/cef98fea-755e-4fa3-9040-b998da1af0c2.jpeg,41.44386119756207,2.1839958990647226,la Prosperitat
1178721961718970577,https://www.airbnb.com/rooms/1178721961718970577,Penthouse with swimming pool and private terrace,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODcyMTk2MTcxODk3MDU3Nw==/original/60a72c10-cc64-4b62-809f-f576d5915b35.jpeg,41.4040247,2.1609236,la Vila de Gràcia
1178741029372216422,https://www.airbnb.com/rooms/1178741029372216422,Key Sant Antoni Executive,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODc0MTAyOTM3MjIxNjQyMg%3D%3D/original/ace56502-6818-4092-b5e5-4e3f3ffe8254.jpeg,41.38046859555726,2.160561137281124,Sant Antoni
1178741129427938140,https://www.airbnb.com/rooms/1178741129427938140,Paleo - 2 bedrooms and office in Eixample Dreta,https://a0.muscache.com/pictures/prohost-api/Hosting-1178741129427938140/original/aca378a3-2c84-4f67-941d-079381960ee6.jpeg,41.38955,2.17839,"Sant Pere, Santa Caterina i la Ribera"
1178755648612041843,https://www.airbnb.com/rooms/1178755648612041843,"Blueground | Galvany, fully furnished & ready",https://a0.muscache.com/pictures/prohost-api/Hosting-1178755648612041843/original/1b328595-9647-4fa7-b244-eae2bdbde03e.jpeg,41.39606,2.14432,Sant Gervasi - Galvany
1178788434959202222,https://www.airbnb.com/rooms/1178788434959202222,Almirall Beach 31,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODc4ODQzNDk1OTIwMjIyMg%3D%3D/original/939ad88e-2f2a-4b09-83b3-7084f85101c4.jpeg,41.3814,2.19131,la Barceloneta
1178813769111370388,https://www.airbnb.com/rooms/1178813769111370388,Cozy flat rooftop shared terrace,https://a0.muscache.com/pictures/miso/Hosting-1178813769111370388/original/5b5a42db-730f-4649-a612-5fd065bcb0bf.jpeg,41.38178,2.17371,el Barri Gòtic
1178815108007831530,https://www.airbnb.com/rooms/1178815108007831530,Almirall Beach 21,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3ODgxNTEwODAwNzgzMTUzMA%3D%3D/original/950ae6ef-de23-463f-abd8-7c3fd6455c02.jpeg,41.38140200608561,2.1909507399435277,la Barceloneta
